date,year,title,link,similarity,pessimism_raw,pessimism_clean,CAR,ABS_CAR,MRO,DELTA_MRO,INFLATION,OUTPUT_GAP,log_similarity,interaction_raw,interaction_clean
1999-12-02,1999,ECB Press conference: Introductory statement,/press/press_conference/monetary-policy-statement/1999/html/is991202.en.html,0.08234362628661916,-0.7168458781362007,-0.8363201911589008,0.04912476333239987,4.9124763332399874,3.0,0.0,1.821047102083706,0.7120767245716308,-2.4968542232091187,1.789859658214422,2.0881696012501587
2000-01-05,2000,ECB Press conference: Introductory statement,/press/press_conference/monetary-policy-statement/2000/html/is000105.en.html,0.10508474576271186,-1.155115511551155,-2.145214521452145,-0.03587717911658343,3.587717911658343,3.0,0.0,1.927457508323105,0.9185819316700261,-2.2529881518546735,2.602461561548303,4.833142900018276
2000-02-03,2000,ECB Press conference: Introductory statement,/press/press_conference/monetary-policy-statement/2000/html/is000203.en.html,0.10069101678183613,-3.821656050955414,-3.821656050955414,0.07922816836572784,7.922816836572784,3.0,0.25,2.027972027972025,1.012325329658026,-2.295698690964412,8.77337079349457,8.77337079349457
2000-03-02,2000,ECB Press conference: Introductory statement,/press/press_conference/monetary-policy-statement/2000/html/is000302.en.html,0.1174812030075188,-1.5759312320916905,-1.5759312320916905,0.03613788033143928,3.6137880331439285,3.25,0.0,2.073893342628086,1.1060687276460257,-2.1414769325992884,3.3748203808871304,3.3748203808871304
2000-04-13,2000,ECB Press conference: Introductory statement,/press/press_conference/monetary-policy-statement/2000/html/is000413.en.html,0.10446503791069923,-3.4666666666666663,-3.2,-0.00281410614304016,0.281410614304016,3.5,0.0,1.7885049487758264,1.1998121256340255,-2.258902829004631,7.830863140549387,7.22848905281482
2000-05-11,2000,ECB Press conference: Introductory statement,/press/press_conference/monetary-policy-statement/2000/html/is000511.en.html,0.11377870563674322,-3.9627039627039626,-4.662004662004662,-0.031760240748501964,3.176024074850196,3.75,0.0,1.8566718722887288,1.220706102318303,-2.173499895741717,8.612936649792351,10.13286664681453
2000-06-08,2000,ECB Press conference: Introductory statement,/press/press_conference/monetary-policy-statement/2000/html/is000608.en.html,0.06,2.7027027027027026,0.0,0.007290550226679592,0.7290550226679592,3.75,0.5,2.221450885109344,1.2416000790025805,-2.8134107167600364,-7.603812748000098,-0.0
2000-07-06,2000,ECB Press conference: Introductory statement,/press/press_conference/monetary-policy-statement/2000/html/is000706.en.html,0.03904923599320883,-0.9630818619582664,-1.7656500802568218,-0.002004248410928021,0.2004248410928021,4.25,0.0,2.1486744065153385,1.262494055686858,-3.242931967722437,3.1232089576781092,5.725883089076533
2000-09-14,2000,ECB Press conference: Introductory statement,/press/press_conference/monetary-policy-statement/2000/html/is000914.en.html,0.14025974025974025,-0.24183796856106407,-0.7255139056831923,-0.08736310660586467,8.736310660586467,4.5,0.0,2.4727650008645963,1.188264080036916,-1.9642592877235099,0.47503247587025627,1.425097427610769
2000-10-05,2000,ECB Press conference: Introductory statement,/press/press_conference/monetary-policy-statement/2000/html/is001005.en.html,0.030913978494623656,3.125,0.0,-0.0592621330923192,5.926213309231921,4.5,0.25,2.471482889733845,1.151149092211945,-3.4765468189039423,-10.86420880907482,-0.0
2000-11-02,2000,ECB Press conference: Introductory statement,/press/press_conference/monetary-policy-statement/2000/html/is001102.en.html,0.03758169934640523,-1.0355029585798818,-1.4792899408284024,-0.0035337514412456597,0.35337514412456594,4.75,0.0,2.537107352433554,1.3284986615473688,-3.2812380665831764,3.3977317257518105,4.853902465359728
2000-12-14,2000,ECB Press conference: Introductory statement,/press/press_conference/monetary-policy-statement/2000/html/is001214.en.html,0.08186195826645265,0.813953488372093,0.5813953488372093,-0.056582876592252036,5.658287659225204,4.75,0.0,2.5623387790197905,1.505848230882793,-2.5027208860631274,-2.037098395632778,-1.4550702825948416
2001-02-01,2001,Introductory statement,/press/press_conference/monetary-policy-statement/2001/html/is010201.en.html,0.07035928143712575,0.6510416666666667,0.13020833333333331,-0.0219112827286976,2.19112827286976,4.75,0.0,2.073337902673056,1.516418213439567,-2.6541405718265874,-1.7279561014496014,-0.3455912202899202
2001-03-01,2001,Introductory statement,/press/press_conference/monetary-policy-statement/2001/html/is010301.en.html,0.11134453781512606,1.7902813299232736,0.2557544757033248,-0.0022576343828547042,0.2257634382854704,4.75,0.0,2.253713505207444,1.3496386266609168,-2.195125940679298,-3.929892988428411,-0.5614132840612016
2001-04-11,2001,Introductory statement,/press/press_conference/monetary-policy-statement/2001/html/is010411.en.html,0.10620525059665871,1.8363939899833055,0.667779632721202,0.08407188022066789,8.407188022066789,4.75,0.0,2.780620948481749,1.182859039882267,-2.242381730749943,-4.1178963335975585,-1.4974168485809303
2001-05-10,2001,Introductory statement,/press/press_conference/monetary-policy-statement/2001/html/is010510.en.html,0.1384471468662301,-1.7639077340569878,-0.13568521031207598,0.013796817770478684,1.3796817770478684,4.75,-0.25,3.1175468483815916,1.07918635099864,-1.9772666372609302,3.487715913757407,0.26828583951980056
2001-06-07,2001,Introductory statement,/press/press_conference/monetary-policy-statement/2001/html/is010607.en.html,0.13906111603188662,-0.14534883720930233,-0.7267441860465116,-0.01667276737045408,1.6672767370454078,4.5,0.0,2.9371816638370296,0.9755136621150129,-1.972841758801354,0.2867502556397317,1.4337512781986583
2001-06-21,2001,Introductory statement,/press/press_conference/monetary-policy-statement/2001/html/is010621.en.html,0.08304498269896193,-0.9536784741144414,-0.9536784741144414,-0.027423986143229547,2.742398614322955,4.5,0.0,2.9371816638370296,0.9755136621150129,-2.4883728577644866,2.3731076300206273,2.3731076300206273
2001-07-05,2001,Introductory statement,/press/press_conference/monetary-policy-statement/2001/html/is010705.en.html,0.0823937554206418,-0.436046511627907,-0.436046511627907,-0.01794680597335279,1.794680597335279,4.5,0.0,2.6123833757421444,0.8718409732313859,-2.496245628668518,1.088479198547319,1.088479198547319
2001-08-30,2001,Introductory statement,/press/press_conference/monetary-policy-statement/2001/html/is010830.en.html,0.10526315789473684,2.5466893039049237,0.8488964346349746,-0.05293689183902288,5.293689183902288,4.5,-0.25,2.440677966101701,0.6847331103881397,-2.2512917986064953,-5.733340743480039,-1.911113581160013
2001-10-11,2001,Introductory statement,/press/press_conference/monetary-policy-statement/2001/html/is011011.en.html,0.08682008368200837,-0.7207207207207207,-1.4414414414414414,0.06615629321753452,6.6156293217534525,3.75,0.0,2.3106763366503635,0.31051738470164736,-2.443917305254803,1.7613818416250833,3.5227636832501665
2001-11-08,2001,Introductory statement,/press/press_conference/monetary-policy-statement/2001/html/is011108.en.html,0.11639185257032007,1.4945652173913044,0.9510869565217392,0.07878794277484492,7.878794277484492,3.75,-0.5,2.036694159232444,0.22035274500188012,-2.150792741234914,-3.2145000208673986,-2.045590922370163
2001-12-06,2001,Introductory statement,/press/press_conference/monetary-policy-statement/2001/html/is011206.en.html,0.07619738751814223,1.3259668508287292,0.11049723756906078,0.01710041133102006,1.7100411331020062,3.25,0.0,2.0959087860496384,0.13018810530211292,-2.5744281014160806,-3.413606322319665,-0.28446719352663874
2002-01-03,2002,Introductory statement,/press/press_conference/monetary-policy-statement/2002/html/is020103.en.html,0.152428810720268,-0.1773049645390071,-1.0638297872340425,0.031164090665316644,3.1164090665316646,3.25,0.0,2.643542683953526,0.04002346560234571,-1.881057606875752,0.33352085228293477,2.0011251136976087
2002-02-07,2002,Introductory statement,/press/press_conference/monetary-policy-statement/2002/html/is020207.en.html,0.10857664233576643,-1.813110181311018,-2.6499302649930265,0.007165288688412718,0.7165288688412718,3.25,0.0,2.501259022998159,0.03492425989168879,-2.220298974396431,4.02564667603258,5.88363744958608
2002-03-07,2002,Introductory statement,/press/press_conference/monetary-policy-statement/2002/html/is020307.en.html,0.09114359415305245,-1.6793893129770994,-1.8320610687022902,0.040150377583609995,4.015037758360999,3.25,0.0,2.5212890298881296,0.029825054181031874,-2.395319058406597,4.022673227858408,4.388370794027354
2002-04-04,2002,Introductory statement,/press/press_conference/monetary-policy-statement/2002/html/is020404.en.html,0.1746384872080089,0.0,-0.8113590263691683,-0.02473219018694086,2.473219018694086,3.25,0.0,2.37344398340249,0.024725848470374956,-1.7450372291233123,-0.0,1.415851707199442
2002-05-02,2002,Introductory statement,/press/press_conference/monetary-policy-statement/2002/html/is020502.en.html,0.1602409638554217,-0.7462686567164178,-1.1194029850746268,-0.02437067614046673,2.437067614046673,3.25,0.0,2.0816124235915945,0.020382167278931718,-1.8310765725688898,1.3664750541558879,2.0497125812338317
2002-06-06,2002,Introductory statement,/press/press_conference/monetary-policy-statement/2002/html/is020606.en.html,0.20047732696897375,-0.3663003663003663,-1.465201465201465,-0.08741189729147825,8.741189729147825,3.25,0.0,1.8802572983671384,0.01603848608748848,-1.607054121078824,0.5886645132156865,2.354658052862746
2002-07-04,2002,Introductory statement,/press/press_conference/monetary-policy-statement/2002/html/is020704.en.html,0.19047619047619047,-0.945179584120983,-0.5671077504725899,-0.015907219141177313,1.5907219141177313,3.25,0.0,2.000330633162517,0.011694804896045241,-1.6582280766035324,1.5673233238218645,0.9403939942931188
2002-09-12,2002,Introductory statement,/press/press_conference/monetary-policy-statement/2002/html/is020912.en.html,0.17470525187566988,0.45871559633027525,-0.3058103975535168,-0.08130338065479506,8.130338065479506,3.25,0.0,2.1452145214521323,-0.17324696039692591,-1.7446550000405816,-0.8003004587342117,0.5335336391561412
2002-10-10,2002,Introductory statement,/press/press_conference/monetary-policy-statement/2002/html/is021010.en.html,0.1341134113411341,0.9929078014184398,0.14184397163120568,0.08684364387324243,8.684364387324244,3.25,0.0,2.291460600065953,-0.2657178430434115,-2.0090694836941707,-1.994820763951659,-0.284974394850237
2002-11-07,2002,Introductory statement,/press/press_conference/monetary-policy-statement/2002/html/is021107.en.html,0.16832669322709162,-0.5300353356890459,-1.2367491166077738,0.03871965813951183,3.8719658139511828,3.25,0.0,2.2764764104256097,-0.5100376578690557,-1.781848585328601,0.9444427130716967,2.2036996638339588
2002-12-05,2002,Introductory statement,/press/press_conference/monetary-policy-statement/2002/html/is021205.en.html,0.12871287128712872,2.2167487684729066,-0.3694581280788177,-0.04697985716651982,4.697985716651982,3.25,-0.5,2.315651174248634,-0.7543574726947,-2.0501711593797225,-4.544714392713671,0.7574523987856118
2003-01-09,2003,Introductory statement,/press/press_conference/monetary-policy-statement/2003/html/is030109.en.html,0.09860312243221035,1.386748844375963,0.46224961479198773,0.05847648966717372,5.847648966717371,2.75,0.0,2.1489501312335957,-0.9986772875203442,-2.316652350205481,-3.2126149694683095,-1.0708716564894367
2003-02-06,2003,Introductory statement,/press/press_conference/monetary-policy-statement/2003/html/is030206.en.html,0.1575875486381323,0.6379585326953748,-0.4784688995215311,-0.01483040567692898,1.483040567692898,2.75,0.0,2.3910907304290907,-1.134992758498754,-1.8477741107827264,-1.178803260467449,0.8841024453505868
2003-03-06,2003,Introductory statement,/press/press_conference/monetary-policy-statement/2003/html/is030306.en.html,0.16804123711340208,-1.0256410256410255,-1.5384615384615385,-0.016813835311062342,1.6813835311062342,2.75,-0.25,2.4104234527687396,-1.2713082294771638,-1.7835458706906662,1.8292778160929908,2.7439167241394866
2003-04-03,2003,Introductory statement,/press/press_conference/monetary-policy-statement/2003/html/is030403.en.html,0.13157894736842105,2.4432809773123907,0.5235602094240838,0.048253636994626335,4.825363699462634,2.5,0.0,2.1076523994811858,-1.4076237004555736,-2.0281482472922856,-4.955336031778708,-1.0618577210954374
2003-05-08,2003,Introductory statement,/press/press_conference/monetary-policy-statement/2003/html/is030508.en.html,0.058311575282854654,-0.13531799729364005,-1.7591339648173208,0.037091358993485465,3.7091358993485466,2.5,0.0,1.8611425797054437,-1.3431322904700949,-2.8419546584577895,0.3845676127818389,4.999378966163906
2003-06-05,2003,Introductory statement,/press/press_conference/monetary-policy-statement/2003/html/is030605.en.html,0.15665584415584416,0.8695652173913043,-0.4968944099378882,0.09223694478437985,9.223694478437986,2.5,-0.5,2.023636069289303,-1.278640880484616,-1.8537039551885794,-1.6119164827726777,0.9210951330129588
2003-07-10,2003,Introductory statement,/press/press_conference/monetary-policy-statement/2003/html/is030710.en.html,0.15663801337153774,-2.819548872180451,-2.819548872180451,0.020453674806547265,2.0453674806547264,2.0,0.0,1.9773095623986991,-1.2141494704991374,-1.8538177830463383,5.226929839416368,5.226929839416368
2003-09-04,2003,Introductory statement,/press/press_conference/monetary-policy-statement/2003/html/is030904.en.html,0.1204954954954955,1.4134275618374559,-0.7067137809187279,0.007109811404343625,0.7109811404343626,2.0,0.0,2.1647819063004947,-1.0950242646761883,-2.116142908530264,-2.9910147117035533,1.4955073558517766
2003-10-02,2003,Introductory statement,/press/press_conference/monetary-policy-statement/2003/html/is031002.en.html,0.17271835132482827,0.700280112044818,0.2801120448179272,0.015188999412572995,1.5188999412572994,2.0,0.0,2.078968573730866,-1.0354616617647139,-1.756093038184573,-1.2297570295410176,-0.491902811816407
2003-11-06,2003,Introductory statement,/press/press_conference/monetary-policy-statement/2003/html/is031106.en.html,0.15901060070671377,-0.8571428571428572,-2.2857142857142856,0.0279658824572902,2.79658824572902,2.0,0.0,2.1935483870967776,-1.0180114523839379,-1.8387844078729179,1.5761009210339296,4.202935789423812
2003-12-04,2003,Introductory statement,/press/press_conference/monetary-policy-statement/2003/html/is031204.en.html,0.14768683274021352,0.0,-1.69971671388102,0.024430538366425687,2.4430538366425685,2.0,0.0,2.022471910112378,-1.0005612430031618,-1.9126612420970932,-0.0,3.2509822811848617
2004-01-08,2004,Introductory statement to the press conference,/press/press_conference/monetary-policy-statement/2004/html/is040108.en.html,0.16909620991253643,-1.9607843137254901,-3.431372549019608,0.031737063619644484,3.1737063619644483,2.0,0.0,1.8467962100529922,-0.9831110336223858,-1.7772874366195206,3.484877326704942,6.0985353217336495
2004-02-05,2004,Introductory statement to the press conference,/press/press_conference/monetary-policy-statement/2004/html/is040205.en.html,0.19408866995073892,-1.9801980198019802,-3.253182461103253,-0.011600169284404832,1.160016928440483,2.0,0.0,1.679462571976953,-0.9301029697371158,-1.6394401627378992,3.246416163837424,5.333397983447196
2004-03-04,2004,Introductory statement to the press conference,/press/press_conference/monetary-policy-statement/2004/html/is040304.en.html,0.10974610974610975,0.12970168612191957,-1.4267185473411155,-0.03446525462718042,3.446525462718042,2.0,0.0,1.7334605597964403,-0.8770949058518459,-2.2095856741597935,-0.28658698756936357,3.1524568632629997
2004-04-01,2004,Introductory statement to the press conference,/press/press_conference/monetary-policy-statement/2004/html/is040401.en.html,0.14210526315789473,0.0,-1.0510510510510511,0.043412247079746454,4.3412247079746455,2.0,0.0,2.0959034614163263,-0.8240868419665759,-1.951187206156157,-0.0,2.050797363827793
2004-05-06,2004,Introductory statement to the press conference,/press/press_conference/monetary-policy-statement/2004/html/is040506.en.html,0.16545454545454547,-2.0242914979757085,-2.834008097165992,-0.05656535747626059,5.656535747626059,2.0,0.0,2.4785510009532885,-0.9048919254678248,-1.7990587717096664,3.641819375930499,5.098547126302699
2004-06-03,2004,Introductory statement to the press conference,/press/press_conference/monetary-policy-statement/2004/html/is040603.en.html,0.09808612440191387,-0.37831021437578816,-0.8827238335435058,0.01998087946753584,1.998087946753584,2.0,0.0,2.4119327197715146,-0.9856970089690739,-2.3219093658204484,0.8784020299446842,2.0496047365375967
2004-07-01,2004,Introductory statement to the press conference,/press/press_conference/monetary-policy-statement/2004/html/is040701.en.html,0.12642802741812642,-2.564102564102564,-3.7296037296037294,-0.014293454846346287,1.4293454846346287,2.0,0.0,2.3521932612841745,-1.0665020924703228,-2.068082085946253,5.302774579349367,7.713126660871806
2004-09-02,2004,Introductory statement to the press conference,/press/press_conference/monetary-policy-statement/2004/html/is040902.en.html,0.1268603827072998,-0.5543237250554324,-1.441241685144124,0.019271041405294113,1.9271041405294114,2.0,0.0,2.1505376344086002,-1.0845163667777176,-2.064668146012059,1.1444945377006979,2.9756857980218143
2004-10-07,2004,Introductory statement to the press conference,/press/press_conference/monetary-policy-statement/2004/html/is041007.en.html,0.1672401927047488,-0.10449320794148381,-1.1494252873563218,0.007719168675571251,0.7719168675571251,2.0,0.0,2.3839595832017446,-1.093523503931415,-1.7883242202297345,0.18686773461125752,2.0555450807238325
2004-11-04,2004,Introductory statement to the press conference,/press/press_conference/monetary-policy-statement/2004/html/is041104.en.html,0.14545454545454545,0.2688172043010753,-1.747311827956989,0.03977867023898013,3.977867023898013,2.0,0.0,2.2885101010100994,-1.155981688777885,-1.927891643552635,-0.5182504418152245,3.3686278717989584
2004-12-02,2004,Introductory statement to the press conference,/press/press_conference/monetary-policy-statement/2004/html/is041202.en.html,0.17560553633217993,0.6622516556291391,-0.9271523178807948,0.0023630061095350936,0.23630061095350935,2.0,0.0,2.344241661422264,-1.2184398736243551,-1.7395150701905355,-1.1519967352255203,1.6127954293157285
2005-01-13,2005,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2005/html/is050113.en.html,0.19571567672833495,1.951219512195122,0.0,-0.0029364354102214855,0.29364354102214857,2.0,0.0,1.939451277199633,-1.2808980584708252,-1.6310923018694825,-3.18261912559899,-0.0
2005-02-03,2005,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2005/html/is050203.en.html,0.21377183967112023,1.41643059490085,-0.141643059490085,0.02868318390590227,2.868318390590227,2.0,0.0,2.076451156205761,-1.2336168808786852,-1.542846002484687,-2.1853342811397836,0.21853342811397833
2005-03-03,2005,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2005/html/is050303.en.html,0.21214868540344514,1.1207970112079702,-0.24906600249066002,0.00467488152528895,0.467488152528895,2.0,0.0,2.188525871502267,-1.1863357032865451,-1.5504679038958011,-1.7377597926603001,0.3861688428134
2005-04-07,2005,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2005/html/is050407.en.html,0.1560353287536801,-0.3838771593090211,-1.1516314779270633,0.0043538826601848815,0.4353882660184881,2.0,0.0,2.083981337480556,-1.1390545256944051,-1.8576728310024933,0.7131181692907843,2.139354507872353
2005-05-04,2005,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2005/html/is050504.en.html,0.18181818181818182,-2.4193548387096775,-2.620967741935484,-0.011290813784047062,1.1290813784047062,2.0,0.0,1.9844961240309988,-1.0426909981495907,-1.7047480922384253,4.124390545738126,4.46808975788297
2005-06-02,2005,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2005/html/is050602.en.html,0.15503875968992248,-1.6417910447761193,-2.5373134328358207,0.014918904372073325,1.4918904372073325,2.0,0.0,2.045243259993801,-0.9463274706047761,-1.864080130807681,3.0604300655051477,4.729755555780683
2005-07-07,2005,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2005/html/is050707.en.html,0.11300448430493273,-0.7032348804500703,-1.8284106891701828,0.026024130184631955,2.6024130184631957,2.0,0.0,2.1428571428571352,-0.8499639430599615,-2.180327776942741,1.533282543560296,3.9865346132567696
2005-09-01,2005,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2005/html/is050901.en.html,0.17834960070984915,-0.5201560468140443,-2.080624187256177,0.008249646610498654,0.8249646610498654,2.0,0.0,2.6006191950464608,-0.68061241621263,-1.7240096059807006,0.8967540213163593,3.587016085265437
2005-10-06,2005,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2005/html/is051006.en.html,0.1334841628959276,-1.3029315960912053,-1.737242128121607,-0.03914617813319093,3.9146178133190928,2.0,0.0,2.4672320740169784,-0.5959366527889642,-2.0137724381719786,2.6238077370318944,3.4984103160425253
2005-11-03,2005,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2005/html/is051103.en.html,0.2819614711033275,0.2789400278940028,-0.8368200836820083,0.010624084710389005,1.0624084710389006,2.0,0.0,2.314457645425083,-0.42362419792905115,-1.2659848446715474,-0.3531338478860662,1.0594015436581985
2005-12-01,2005,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2005/html/is051201.en.html,0.22014260249554368,0.245398773006135,-0.49079754601227,0.00441734649053531,0.44173464905353105,2.0,0.25,2.2751729438893253,-0.25131174306913806,-1.5134797494546643,-0.37140607348580723,0.7428121469716145
2006-01-12,2006,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2006/html/is060112.en.html,0.1548223350253807,-3.1988873435326846,-3.3379694019471486,-0.022998478354549226,2.2998478354549228,2.25,0.0,2.459396751740117,-0.07899928820922497,-1.8654770451246225,5.967450909299906,6.22690529666077
2006-02-02,2006,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2006/html/is060202.en.html,0.1926605504587156,-0.6648936170212766,-1.8617021276595744,0.03420277684311371,3.4202776843113707,2.25,0.0,2.3578363384188616,0.1510951528370441,-1.6468254445057207,1.0949637264000802,3.0658984339202244
2006-03-02,2006,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2006/html/is060302.en.html,0.18436703483432457,-3.3734939759036147,-4.457831325301205,-0.024802355117597888,2.4802355117597887,2.25,0.25,2.2028453418999394,0.3811895938833132,-1.6908267537198172,5.703993867970468,7.537420468389547
2006-04-06,2006,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2006/html/is060406.en.html,0.2824427480916031,-2.158273381294964,-3.4532374100719423,-0.023577241390396016,2.3577241390396018,2.5,0.0,2.4527726995734245,0.6112840349295823,-1.264279410556927,2.728660598324303,4.365856957318885
2006-05-04,2006,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2006/html/is060504.en.html,0.29979879275653926,-2.486910994764398,-3.664921465968586,-0.02546360103738724,2.5463601037387242,2.5,0.0,2.523563393128603,0.6661352285163366,-1.2046437201511695,2.99584171241783,4.414924628826276
2006-06-08,2006,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2006/html/is060608.en.html,0.22443890274314215,-0.995575221238938,-2.101769911504425,-0.05030873882059521,5.030873882059521,2.5,0.25,2.474946856969318,0.7209864221030907,-1.494151756976304,1.487540466016232,3.1403632060342677
2006-07-06,2006,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2006/html/is060706.en.html,0.2140468227424749,-3.3156498673740056,-4.509283819628647,0.006988825900093889,0.6988825900093889,2.75,0.0,2.477956825782912,0.775837615689845,-1.5415604900310147,5.111274834320341,6.951333774675662
2006-08-03,2006,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2006/html/is060803.en.html,0.25601374570446733,-1.5267175572519083,-2.5081788440567068,0.004755264912380043,0.47552649123800433,2.75,0.25,2.3202911737943532,1.0490022613681187,-1.3625241417859788,2.080189529444242,3.4174542269441126
2006-08-31,2006,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2006/html/is060831.en.html,0.20599250936329588,-2.3255813953488373,-3.699788583509514,-0.008078814300406833,0.8078814300406834,3.0,0.0,2.3202911737943532,1.0490022613681187,-1.5799154731677787,3.6742220306227416,5.84535323053618
2006-10-05,2006,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2006/html/is061005.en.html,0.22772277227722773,-0.6451612903225806,-2.3655913978494625,0.021098693515911524,2.1098693515911524,3.0,0.25,1.6252821670428963,1.5953315527246659,-1.4796263009121098,0.9545976134916837,3.5001912494695073
2006-11-02,2006,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2006/html/is061102.en.html,0.34824281150159747,-0.9765625,-2.24609375,0.007586817713246407,0.7586817713246408,3.25,0.0,1.8700045242044938,1.7231600501737294,-1.0548553083110095,1.0301321370224703,2.3693039151516815
2006-12-07,2006,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2006/html/is061207.en.html,0.26783216783216784,-1.0138248847926268,-2.5806451612903225,0.018550043597771355,1.8550043597771355,3.25,0.25,1.9239440853750178,1.8509885476227932,-1.317394734073307,1.3356075644982837,3.399728345995631
2007-01-11,2007,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2007/html/is070111.en.html,0.3181818181818182,-1.7595307917888565,-2.0527859237536656,-0.018523408153134847,1.8523408153134846,3.5,0.0,1.85688405797102,1.9788170450718567,-1.1451323043030026,2.01489555009326,2.350711475108803
2007-02-08,2007,Introductory statement with Q&A,/press/press_conference/monetary-policy-statement/2007/html/is070208.en.html,0.24416909620991253,-0.509683995922528,-1.7329255861365953,0.01533888500997712,1.533888500997712,3.5,0.0,1.88196326407708,2.112225244216385,-1.409894276460764,0.7186005486548236,2.4432418654264003
